datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2021-12-25,2486506,2329988,35988,15518820,31735823,1137,5542,68,13618,5438,2461858,24648,1100,37
2021-12-26,2488600,2335047,36073,15539881,31745637,2094,5059,85,21061,9814,2463880,24720,2022,72
2021-12-27,2495692,2353755,36124,15595726,31770187,7092,18708,51,55845,24550,2470757,24935,6877,215
2021-12-28,2505056,2367113,36198,15655156,31787991,9364,13358,74,59430,17804,2479846,25210,9089,275
2021-12-29,2511452,2377979,36273,15699209,31805591,6396,10866,75,44053,17600,2486010,25442,6164,232
2021-12-30,2517435,2387006,36332,15738790,31822195,5983,9027,59,39581,16604,2491774,25661,5764,219
2021-12-31,2522672,2395908,36388,15774300,31830696,5237,8902,56,35510,8501,2496782,25890,5008,229
2022-01-01,2523822,2400402,36436,15783014,31834934,1150,4494,48,8714,4238,2497882,25940,1100,50
2022-01-02,2525892,2404431,36488,15802610,31846510,2070,4029,52,19596,11576,2499819,26073,1937,133
2022-01-03,2535882,2417686,36549,15876058,31888449,9990,13255,61,73448,41939,2509187,26695,9368,622
2022-01-04,2546789,2426422,36609,15947600,31914307,10907,8736,60,71542,25858,2519382,27407,10195,712
2022-01-05,2554822,2434358,36650,16001189,31937170,8033,7936,41,53589,22863,2526781,28041,7399,634
2022-01-06,2562103,2439672,36708,16058455,31961130,7281,5314,58,57266,23960,2533429,28674,6648,633
2022-01-07,2569377,2440651,36754,16126783,31978371,7274,979,46,68328,17241,2540106,29271,6677,597
2022-01-08,2573676,2442422,36797,16167154,31985999,4299,1771,43,40371,7628,2544077,29599,3971,328
2022-01-09,2576676,2445899,36820,16191014,31994419,3000,3477,23,23860,8420,2546845,29831,2768,232
2022-01-10,2584753,2456314,36863,16262672,32031951,8077,10415,43,71658,37532,2554215,30538,7370,707
2022-01-11,2598459,2463303,36901,16340737,32054524,13706,6989,38,78065,22573,2566599,31860,12384,1322
2022-01-12,2611307,2468988,36943,16406111,32075144,12848,5685,42,65374,20620,2578078,33229,11479,1369
2022-01-13,2624453,2474816,36977,16476188,32099229,13146,5828,34,70077,24085,2589778,34675,11700,1446
2022-01-14,2639350,2478261,37010,16557880,32118411,14897,3445,33,81692,19182,2603016,36334,13238,1659
2022-01-15,2649824,2479409,37036,16619195,32124363,10474,1148,26,61315,5952,2612315,37509,9299,1175
2022-01-16,2657950,2484138,37065,16653589,32132209,8126,4729,29,34394,7846,2619565,38385,7250,876
2022-01-17,2680263,2497067,37093,16745765,32196454,22313,12929,28,92176,64245,2639888,40375,20323,1990
2022-01-18,2712418,2505812,37119,16855475,32228327,32155,8745,26,109710,31873,2668397,44021,28509,3646
2022-01-19,2743116,2513168,37147,16958112,32248621,30698,7356,28,102637,20294,2694435,48681,26038,4660
2022-01-20,2773681,2520511,37166,17064247,32290195,30565,7343,19,106135,41574,2721380,52301,26945,3620
2022-01-21,2803368,2540358,37189,17188048,32319448,29687,19847,23,123801,29253,2748022,55346,26642,3045
2022-01-22,2823946,2554847,37211,17275016,32327337,20578,14489,22,86968,7889,2766386,57560,18364,2214
2022-01-23,2840430,2572852,37229,17327205,32335826,16484,18005,18,52189,8489,2779294,61136,12908,3576
2022-01-24,2873993,2599624,37251,17447218,32396207,33563,26772,22,120013,60381,2809699,64294,30405,3158
2022-01-25,2916063,2607845,37266,17594435,32426566,42070,8221,15,147217,30359,2849346,66717,39647,2423
2022-01-26,2975657,2617852,37288,17739419,32447991,59594,10007,22,144984,21425,2904060,71597,54714,4880
2022-01-27,3026827,2654018,37316,17877747,32488729,51170,36166,28,138328,40738,2938890,87937,34830,16340
2022-01-28,3082145,2682253,37340,18034306,32518277,55318,28235,24,156559,29548,2986179,95966,47289,8029
2022-01-29,3103609,2710887,37368,18138151,32524786,21464,28634,28,103845,6509,3004477,99132,18298,3166
2022-01-30,3131406,2740981,37397,18200765,32533117,27797,30094,29,62614,8331,3028431,102975,23954,3843
2022-01-31,3166056,2771957,37431,18319493,32589748,34650,30976,34,118728,56631,3058010,108046,29579,5071
2022-02-01,3233120,2788175,37475,18475887,32618712,67064,16218,44,156394,28964,3115274,117846,57264,9800
2022-02-02,3283905,2807580,37515,18611500,32638295,50785,19405,40,135613,19583,3158642,125263,43368,7417
2022-02-03,3328211,2869920,37555,18745014,32674685,44306,62340,40,133514,36390,3196348,131863,37706,6600
2022-02-04,3362148,2921684,37609,18865932,32701246,33937,51764,54,120918,26561,3225105,137043,28757,5180
2022-02-05,3390187,2968314,37657,18938732,32707276,28039,46630,48,72800,6030,3249128,141059,24023,4016
2022-02-06,3400761,3014555,37703,18978313,32714554,10574,46241,46,39581,7278,3258208,142553,9080,1494
2022-02-07,3435820,3057756,37763,19080120,32763325,35059,43201,60,101807,48771,3287857,147963,29649,5410
2022-02-08,3480291,3076549,37816,19193323,32786891,44471,18793,53,113203,23566,3325691,154600,37834,6637
2022-02-09,3514363,3097161,37862,19281448,32803318,34072,20612,46,88125,16427,3354755,159608,29064,5008
2022-02-10,3540926,3164074,37919,19366216,32835439,26563,66913,57,84768,32121,3377438,163488,22683,3880
2022-02-11,3567174,3217683,37977,19448132,32858110,26248,53609,58,81916,22671,3399608,167566,22170,4078
2022-02-12,3579960,3260499,38045,19493992,32862701,12786,42816,68,45860,4591,3410570,169390,10962,1824
2022-02-13,3588281,3300264,38101,19521106,32869239,8321,39765,56,27114,6538,3417780,170501,7210,1111
2022-02-14,3611507,3333104,38150,19597564,32913341,23226,32840,49,76458,44102,3437285,174222,19505,3721
2022-02-15,3644875,3346639,38197,19681418,32934866,33368,13535,47,83854,21525,3465594,179281,28309,5059
2022-02-16,3664807,3361287,38250,19741283,32949001,19932,14648,53,59865,14135,3482613,182194,17019,2913
2022-02-17,3683270,3414117,38306,19799837,32978022,18463,52830,56,58554,29021,3498165,185105,15552,2911
2022-02-18,3699658,3449376,38365,19855682,32998737,16388,35259,59,55845,20715,3511959,187699,13794,2594
2022-02-19,3709229,3477267,38422,19889387,33003056,9571,27891,57,33705,4319,3520198,189031,8239,1332
2022-02-20,3714194,3503445,38472,19908156,33008521,4965,26178,50,18769,5465,3524483,189711,4285,680
2022-02-21,3730219,3526037,38529,19954465,33029039,16025,22592,57,46309,20518,3537960,192259,13477,2548
2022-02-22,3747048,3535307,38589,19999033,33041921,16829,9270,60,44568,12882,3552200,194848,14240,2589
2022-02-23,3760308,3545378,38630,20036793,33053324,13260,10071,41,37760,11403,3563425,196883,11225,2035
2022-02-24,3772203,3582731,38687,20074803,33066012,11895,37353,57,38010,12688,3573470,198733,10045,1850
2022-02-25,3783085,3605782,38735,20111812,33076420,10882,23051,48,37009,10408,3582611,200474,9141,1741
2022-02-26,3789653,3624101,38779,20133959,33080225,6568,18319,44,22147,3805,3588215,201438,5604,964
2022-02-27,3793471,3641604,38827,20148403,33084643,3818,17503,48,14444,4418,3591551,201920,3336,482
2022-02-28,3805531,3657311,38883,20187451,33103445,12060,15707,56,39048,18802,3601728,203803,10177,1883
2022-03-01,3819412,3663842,38922,20221818,33115003,13881,6531,39,34367,11558,3613368,206044,11640,2241
2022-03-02,3830075,3670482,38968,20249263,33125203,10663,6640,46,27445,10200,3622345,207730,8977,1686
2022-03-03,3839733,3690732,39014,20277296,33136244,9658,20250,46,28033,11041,3630432,209301,8087,1571
2022-03-04,3849618,3705152,39047,20306996,33146597,9885,14420,33,29700,10353,3638705,210913,8273,1612
2022-03-05,3855025,3717687,39079,20324553,33150003,5407,12535,32,17557,3406,3643276,211749,4571,836
2022-03-06,3858081,3728947,39116,20334769,33154314,3056,11260,37,10216,4311,3645863,212218,2587,469
2022-03-07,3870585,3739485,39153,20365041,33171026,12504,10538,37,30272,16712,3656353,214232,10490,2014
2022-03-08,3883082,3744170,39196,20394144,33181470,12497,4685,43,29103,10444,3666856,216226,10503,1994
2022-03-09,3893881,3749218,39228,20420953,33190922,10799,5048,32,26809,9452,3675959,217922,9103,1696
2022-03-10,3903700,3765664,39253,20447024,33201381,9819,16446,25,26071,10459,3684215,219485,8256,1563
2022-03-11,3913736,3776908,39272,20474002,33211005,10036,11244,19,26978,9624,3692585,221151,8370,1666
2022-03-12,3918943,3787254,39298,20490066,33214305,5207,10346,26,16064,3300,3697029,221914,4444,763
2022-03-13,3922149,3796833,39324,20499175,33218198,3206,9579,26,9109,3893,3699798,222351,2769,437
2022-03-14,3935084,3806317,39360,20529908,33228984,12935,9484,36,30733,10786,3710637,224447,10839,2096
2022-03-15,3947780,3810418,39387,20559136,33235920,12696,4101,27,29228,6936,3721373,226407,10736,1960
2022-03-16,3958017,3814768,39416,20584842,33242517,10237,4350,29,25706,6597,3729951,228066,8578,1659
2022-03-17,3967687,3829834,39448,20609819,33249429,9670,15066,32,24977,6912,3738117,229570,8166,1504
2022-03-18,3978096,3840977,39469,20636114,33255803,10409,11143,21,26295,6374,3746859,231237,8742,1667
2022-03-19,3983679,3851222,39490,20650111,33258098,5583,10245,21,13997,2295,3751658,232021,4799,784
2022-03-20,3986347,3860904,39513,20659096,33261190,2668,9682,23,8985,3092,3753945,232402,2287,381
2022-03-21,3998860,3870355,39551,20688399,33270270,12513,9451,38,29303,9080,3764379,234481,10434,2079
2022-03-22,4011366,3874511,39571,20716707,33277001,12506,4156,20,28308,6731,3774887,236479,10508,1998
2022-03-23,4021424,3878883,39600,20742291,33283412,10058,4372,29,25584,6411,3783382,238042,8495,1563
2022-03-24,4029914,3894427,39631,20766822,33290130,8490,15544,31,24531,6718,3790516,239398,7134,1356
2022-03-25,4038890,3905373,39657,20791069,33297012,8976,10946,26,24247,6882,3798078,240812,7562,1414
2022-03-26,4043073,3915912,39684,20803285,33299256,4183,10539,27,12216,2244,3801605,241468,3527,656
2022-03-27,4045679,3925341,39704,20811498,33301913,2606,9429,20,8213,2657,3803862,241817,2257,349
2022-03-28,4056202,3935286,39734,20838236,33310846,10523,9945,30,26738,8933,3812695,243507,8833,1690
2022-03-29,4066799,3939342,39763,20865934,33317649,10597,4056,29,27698,6803,3821615,245184,8920,1677
2022-03-30,4075560,3943478,39787,20890752,33323961,8761,4136,24,24818,6312,3829022,246538,7407,1354
2022-03-31,4083347,3958620,39803,20914291,33330297,7787,15142,16,23539,6336,3835522,247825,6500,1287
2022-04-01,4090475,3968983,39817,20935222,33336785,7128,10363,14,20931,6488,3841512,248963,5990,1138
2022-04-02,4093544,3978771,39838,20945940,33338828,3069,9788,21,10718,2043,3844109,249435,2597,472
2022-04-03,4095530,3987256,39857,20952366,33341546,1986,8485,19,6426,2718,3845777,249753,1668,318
2022-04-04,4103401,3995738,39880,20975235,33349698,7871,8482,23,22869,8152,3852350,251051,6573,1298
2022-04-05,4111388,3999020,39910,20997608,33355886,7987,3282,30,22373,6188,3859065,252323,6715,1272
2022-04-06,4117783,4002328,39937,21017297,33361631,6395,3308,27,19689,5745,3864360,253423,5295,1100
2022-04-07,4123702,4015336,39967,21035148,33367170,5919,13008,30,17851,5539,3869347,254355,4987,932
2022-04-08,4128658,4024402,39988,21052411,33372494,4956,9066,21,17263,5324,3873490,255168,4143,813
2022-04-09,4131326,4032947,40010,21062198,33374398,2668,8545,22,9787,1904,3875756,255570,2266,402
2022-04-10,4132944,4040210,40024,21067763,33376873,1618,7263,14,5565,2475,3877159,255785,1403,215
2022-04-11,4138668,4046942,40042,21086162,33384279,5724,6732,18,18399,7406,3881912,256756,4753,971
2022-04-12,4143507,4049526,40052,21104251,33389869,4839,2584,10,18089,5590,3885952,257555,4040,799
2022-04-13,4147597,4052197,40065,21119825,33395464,4090,2671,13,15574,5595,3889432,258165,3480,610
2022-04-14,4151561,4061962,40078,21134635,33401271,3964,9765,13,14810,5807,3892746,258815,3314,650
2022-04-15,4153017,4068597,40089,21140342,33403679,1456,6635,11,5707,2408,3894007,259010,1261,195
2022-04-16,4154341,4074842,40102,21144731,33405622,1324,6245,13,4389,1943,3895100,259241,1093,231
2022-04-17,4155220,4080218,40110,21148873,33407374,879,5376,8,4142,1752,3895856,259364,756,123
2022-04-18,4156258,4085378,40126,21153226,33409698,1038,5160,16,4353,2324,3896748,259510,892,146
2022-04-19,4160563,4087370,40141,21167798,33417425,4305,1992,15,14572,7727,3900358,260205,3610,695
2022-04-20,4164652,4089329,40159,21182541,33423006,4089,1959,18,14743,5581,3903803,260849,3445,644
2022-04-21,4167230,4096166,40173,21193908,33427879,2578,6837,14,11367,4873,3905971,261259,2168,410
2022-04-22,4169771,4100551,40184,21205496,33432708,2541,4385,11,11588,4829,3908090,261681,2119,422
2022-04-23,4170860,4104589,40193,21212396,33434798,1089,4038,9,6900,2090,3909008,261852,918,171
2022-04-24,4171573,4107972,40201,21216154,33436664,713,3383,8,3758,1866,3909603,261970,595,118
2022-04-25,4174288,4109252,40213,21226975,33443445,2715,1280,12,10821,6781,3911868,262420,2265,450
2022-04-26,4176728,4110567,40223,21239140,33448352,2440,1315,10,12165,4907,3913916,262812,2048,392
2022-04-27,4178698,4111741,40238,21248817,33452817,1970,1174,15,9677,4465,3915569,263129,1653,317
2022-04-28,4180579,4112936,40250,21258930,33457023,1881,1195,12,10113,4206,3917141,263438,1572,309
2022-04-29,4182261,4118087,40261,21268206,33461194,1682,5151,11,9276,4171,3918580,263681,1439,243
2022-04-30,4183009,4121494,40270,21273514,33462837,748,3407,9,5308,1643,3919186,263823,606,142
2022-05-01,4183488,4123915,40279,21276760,33464309,479,2421,9,3246,1472,3919584,263904,398,81
2022-05-02,4185515,4126243,40286,21286687,33469482,2027,2328,7,9927,5173,3921275,264240,1691,336
2022-05-03,4187165,4127275,40292,21295996,33473316,1650,1032,6,9309,3834,3922661,264504,1386,264
2022-05-04,4188600,4128246,40299,21304117,33476885,1435,971,7,8121,3569,3923875,264725,1214,221
2022-05-05,4189742,4131462,40312,21310746,33480500,1142,3216,13,6629,3615,3924817,264925,942,200
2022-05-06,4190726,4133517,40321,21316391,33484346,984,2055,9,5645,3846,3925613,265113,796,188
2022-05-07,4191020,4135449,40327,21319034,33485988,294,1932,6,2643,1642,3925852,265168,239,55
2022-05-08,4191169,4137145,40332,21320989,33487398,149,1696,5,1955,1410,3925989,265180,137,12
2022-05-09,4192230,4138813,40336,21325877,33492098,1061,1668,4,4888,4700,3926864,265366,875,186
2022-05-10,4193134,4139518,40340,21330856,33495709,904,705,4,4979,3611,3927618,265516,754,150
2022-05-11,4193851,4140123,40346,21335108,33499130,717,605,6,4252,3421,3928211,265640,593,124
2022-05-12,4194494,4142541,40348,21339319,33502828,643,2418,2,4211,3698,3928732,265762,521,122
2022-05-13,4195070,4144088,40350,21343240,33506845,576,1547,2,3921,4017,3929202,265868,470,106
2022-05-14,4195242,4145521,40352,21344853,33508490,172,1433,2,1613,1645,3929347,265895,145,27
2022-05-15,4195325,4146475,40355,21346336,33510080,83,954,3,1483,1590,3929420,265905,73,10
2022-05-16,4195961,4147438,40355,21349676,33514280,636,963,0,3340,4200,3929938,266023,518,118
2022-05-17,4196559,4147713,40357,21353270,33517734,598,275,2,3594,3454,3930431,266128,493,105
2022-05-18,4196983,4147907,40360,21355969,33520853,424,194,3,2699,3119,3930788,266195,357,67
2022-05-19,4197417,4149245,40361,21358990,33524168,434,1338,1,3021,3315,3931150,266267,362,72
2022-05-20,4197823,4150053,40366,21362886,33527686,406,808,5,3896,3518,3931479,266344,329,77
2022-05-21,4197928,4150784,40367,21364322,33529241,105,731,1,1436,1555,3931567,266361,88,17
2022-05-22,4198003,4151449,40367,21365081,33530653,75,665,0,759,1412,3931634,266369,67,8
2022-05-23,4198482,4152022,40371,21367935,33534770,479,573,4,2854,4117,3932043,266439,409,70
2022-05-24,4198724,4152213,40373,21371041,33537972,242,191,2,3106,3202,3932243,266481,200,42
2022-05-25,4199151,4152348,40375,21373117,33540943,427,135,2,2076,2971,3932605,266546,362,65
2022-05-26,4199449,4153119,40375,21376007,33543904,298,771,0,2890,2961,3932851,266598,246,52
2022-05-27,4199754,4153672,40377,21378730,33547633,305,553,2,2723,3729,3933105,266649,254,51
2022-05-28,4199825,4154168,40378,21380364,33549288,71,496,1,1634,1655,3933165,266660,60,11
2022-05-29,4199858,4154581,40379,21381078,33550912,33,413,1,714,1624,3933194,266664,29,4
2022-05-30,4200242,4154990,40381,21384104,33554866,384,409,2,3026,3954,3933514,266728,320,64
2022-05-31,4200579,4155142,40382,21386518,33558077,337,152,1,2414,3211,3933802,266777,288,49
2022-06-01,4200872,4155243,40382,21389235,33560968,293,101,0,2717,2891,3934037,266835,235,58
2022-06-02,4201079,4155783,40384,21391035,33563006,207,540,2,1800,2038,3934214,266865,177,30
2022-06-03,4201432,4156165,40385,21394128,33565943,353,382,1,3093,2937,3934504,266928,290,63
2022-06-04,4201531,4156484,40385,21394968,33567254,99,319,0,840,1311,3934587,266944,83,16
2022-06-05,4201568,4156754,40385,21395386,33568498,37,270,0,418,1244,3934618,266950,31,6
2022-06-06,4202065,4157069,40386,21397416,33571740,497,315,1,2030,3242,3935024,267041,406,91
2022-06-07,4202400,4157148,40387,21399475,33574148,335,79,1,2059,2408,3935338,267062,314,21
2022-06-08,4202938,4157221,40390,21402074,33576382,538,73,3,2599,2234,3935740,267198,402,136
2022-06-09,4203290,4157674,40390,21403948,33578897,352,453,0,1874,2515,3936026,267264,286,66
2022-06-10,4203692,4157992,40391,21406320,33581989,402,318,1,2372,3092,3936354,267338,328,74
2022-06-11,4203807,4158293,40393,21407244,33583130,115,301,2,924,1141,3936443,267364,89,26
2022-06-12,4203881,4158527,40393,21407754,33583870,74,234,0,510,740,3936507,267374,64,10
2022-06-13,4204460,4158873,40393,21410297,33586774,579,346,0,2543,2904,3936965,267495,458,121
2022-06-14,4205043,4158975,40393,21412664,33588811,583,102,0,2367,2037,3937414,267629,449,134
2022-06-15,4205570,4159052,40393,21414556,33590705,527,77,0,1892,1894,3937824,267746,410,117
2022-06-16,4206029,4159639,40396,21417167,33592978,459,587,3,2611,2273,3938195,267834,371,88
2022-06-17,4206592,4160050,40397,21419432,33595515,563,411,1,2265,2537,3938637,267955,442,121
2022-06-18,4206752,4160490,40397,21420450,33596352,160,440,0,1018,837,3938761,267991,124,36
2022-06-19,4206843,4160840,40398,21420990,33597031,91,350,1,540,679,3938834,268009,73,18
2022-06-20,4207597,4161233,40398,21423228,33599701,754,393,0,2238,2670,3939448,268149,614,140
2022-06-21,4208357,4161351,40399,21425534,33601824,760,118,1,2306,2123,3940055,268302,607,153
2022-06-22,4209212,4161453,40399,21428571,33603957,855,102,0,3037,2133,3940739,268473,684,171
2022-06-23,4210167,4162136,40400,21431105,33606058,955,683,1,2534,2101,3941496,268671,757,198
2022-06-24,4211109,4162700,40400,21433820,33608293,942,564,0,2715,2235,3942246,268863,750,192
2022-06-25,4211403,4163250,40400,21434866,33609143,294,550,0,1046,850,3942489,268914,243,51
2022-06-26,4211543,4163731,40400,21435452,33609786,140,481,0,586,643,3942614,268929,125,15
2022-06-27,4213145,4164273,40401,21438784,33613051,1602,542,1,3332,3265,3943861,269284,1247,355
2022-06-28,4214681,4164402,40404,21441889,33615559,1536,129,3,3105,2508,3945048,269633,1187,349
2022-06-29,4216172,4164513,40404,21446089,33618177,1491,111,0,4200,2618,3946211,269961,1163,328
2022-06-30,4217481,4165552,40408,21449489,33621004,1309,1039,4,3400,2827,3947220,270261,1009,300
2022-07-01,4219163,4166344,40409,21453769,33624208,1682,792,1,4280,3204,3948527,270636,1307,375
2022-07-02,4219647,4167162,40410,21455205,33625319,484,818,1,1436,1111,3948894,270753,367,117
2022-07-03,4219841,4167978,40414,21455967,33626157,194,816,4,762,838,3949056,270785,162,32
2022-07-04,4221550,4168856,40417,21459938,33629012,1709,878,3,3971,2855,3950377,271173,1321,388
2022-07-05,4222227,4169078,40421,21461172,33629806,677,222,4,1234,794,3950919,271308,542,135
2022-07-06,4222509,4169232,40424,21461942,33630579,282,154,3,770,773,3951140,271369,221,61
2022-07-07,4224562,4171178,40427,21466177,33633973,2053,1946,3,4235,3394,3952695,271867,1555,498
2022-07-08,4227005,4172623,40428,21471046,33637004,2443,1445,1,4869,3031,3954545,272460,1850,593
2022-07-09,4227623,4173989,40430,21472608,33638021,618,1366,2,1562,1017,3955027,272596,482,136
2022-07-10,4227929,4175357,40431,21473369,33638811,306,1368,1,761,790,3955277,272652,250,56
2022-07-11,4230683,4176862,40434,21478115,33643142,2754,1505,3,4746,4331,3957322,273361,2045,709
2022-07-12,4233347,4177225,40438,21482863,33646573,2664,363,4,4748,3431,3959318,274029,1996,668
2022-07-13,4236010,4177480,40438,21487893,33649767,2663,255,0,5030,3194,3961312,274698,1994,669
2022-07-14,4238399,4179450,40440,21492308,33653132,2389,1970,2,4415,3365,3963041,275358,1729,660
2022-07-15,4241523,4179851,40445,21498115,33656715,3124,401,5,5807,3583,3965355,276168,2314,810
2022-07-16,4242301,4180190,40452,21499951,33657785,778,339,7,1836,1070,3965943,276358,588,190
2022-07-17,4242645,4182653,40456,21500886,33658753,344,2463,4,935,968,3966214,276431,271,73
2022-07-18,4246563,4184726,40459,21506138,33664239,3918,2073,3,5252,5486,3969132,277431,2918,1000
2022-07-19,4250954,4185215,40462,21513174,33668289,4391,489,3,7036,4050,3972388,278566,3256,1135
2022-07-20,4254779,4185591,40469,21519650,33672035,3825,376,7,6476,3746,3975163,279616,2775,1050
2022-07-21,4258464,4188912,40475,21525406,33676152,3685,3321,6,5756,4117,3977885,280579,2722,963
2022-07-22,4262411,4191441,40483,21531432,33680399,3947,2529,8,6026,4247,3980800,281611,2915,1032
2022-07-23,4263710,4193850,40495,21533976,33681721,1299,2409,12,2544,1322,3981777,281933,977,322
2022-07-24,4264180,4196254,40502,21534922,33682804,470,2404,7,946,1083,3982143,282037,366,104
2022-07-25,4269311,4199149,40513,21541685,33688675,5131,2895,11,6763,5871,3985936,283375,3793,1338
2022-07-26,4274014,4199738,40528,21548698,33693098,4703,589,15,7013,4423,3989414,284600,3478,1225
2022-07-27,4278118,4200262,40541,21555285,33696962,4104,524,13,6587,3864,3992417,285701,3003,1101
2022-07-28,4281639,4205258,40559,21560863,33700912,3521,4996,18,5578,3950,3995008,286631,2591,930
2022-07-29,4285531,4209071,40574,21567730,33705018,3892,3813,15,6867,4106,3997832,287699,2824,1068
2022-07-30,4286421,4212784,40581,21569680,33706283,890,3713,7,1950,1265,3998490,287931,658,232
2022-07-31,4286864,4216290,40606,21570644,33707453,443,3506,25,964,1170,3998834,288030,344,99
2022-08-01,4291677,4220040,40619,21577916,33713250,4813,3750,13,7272,5797,4002312,289365,3478,1335
2022-08-02,4295983,4220886,40637,21584241,33717311,4306,846,18,6325,4061,4005422,290561,3110,1196
2022-08-03,4299687,4221432,40646,21590058,33720869,3704,546,9,5817,3558,4008122,291565,2700,1004
2022-08-04,4302743,4227425,40661,21594696,33724431,3056,5993,15,4638,3562,4010298,292445,2176,880
2022-08-05,4306203,4231689,40671,21600225,33728124,3460,4264,10,5529,3693,4012736,293467,2438,1022
2022-08-06,4306976,4235523,40683,21601736,33729097,773,3834,12,1511,973,4013270,293706,534,239
2022-08-07,4307353,4238857,40695,21602526,33730043,377,3334,12,790,946,4013560,293793,290,87
2022-08-08,4311550,4242404,40710,21608282,33735302,4197,3547,15,5756,5259,4016543,295007,2983,1214
2022-08-09,4314987,4243129,40719,21613622,33739080,3437,725,9,5340,3778,4018983,296004,2440,997
2022-08-10,4318134,4243645,40731,21618871,33742644,3147,516,12,5249,3564,4021217,296917,2234,913
2022-08-11,4320828,4249246,40743,21623240,33746119,2694,5601,12,4369,3475,4023162,297666,1945,749
2022-08-12,4323966,4253183,40755,21628586,33749588,3138,3937,12,5346,3469,4025383,298583,2221,917
2022-08-13,4324792,4256600,40766,21630134,33750588,826,3417,11,1548,1000,4025975,298817,592,234
2022-08-14,4325158,4259545,40777,21630878,33751535,366,2945,11,744,947,4026275,298883,300,66
2022-08-15,4329218,4262737,40785,21636465,33756824,4060,3192,8,5587,5289,4029180,300038,2905,1155
2022-08-16,4333244,4263419,40792,21641955,33760579,4026,682,7,5490,3755,4032007,301237,2827,1199
2022-08-17,4336650,4263887,40807,21647045,33764095,3406,468,15,5090,3516,4034438,302212,2431,975
2022-08-18,4339368,4268678,40826,21651255,33767834,2718,4791,19,4210,3739,4036351,303017,1913,805
2022-08-19,4342387,4271938,40843,21656130,33771330,3019,3260,17,4875,3496,4038475,303912,2124,895
2022-08-20,4343059,4274768,40853,21657424,33772256,672,2830,10,1294,926,4038960,304099,485,187
2022-08-21,4343351,4277474,40868,21658121,33773095,292,2706,15,697,839,4039177,304174,217,75
2022-08-22,4347038,4280370,40878,21663035,33778013,3687,2896,10,4914,4918,4041748,305290,2571,1116
2022-08-23,4350209,4281075,40880,21667833,33781470,3171,705,2,4798,3457,4043983,306226,2235,936
2022-08-24,4352950,4281573,40889,21672165,33784707,2741,498,9,4332,3237,4045867,307083,1884,857
2022-08-25,4355250,4286591,40896,21676024,33787910,2300,5018,7,3859,3203,4047501,307749,1634,666
2022-08-26,4357894,4290182,40904,21680392,33790975,2644,3591,8,4368,3065,4049368,308526,1867,777
2022-08-27,4358532,4293210,40915,21681684,33791776,638,3028,11,1292,801,4049821,308711,453,185
2022-08-28,4358805,4295866,40919,21682259,33792600,273,2656,4,575,824,4050037,308768,216,57
2022-08-29,4362764,4298645,40929,21687135,33797753,3959,2779,10,4876,5153,4052728,310036,2691,1268
2022-08-30,4366059,4299217,40942,21691983,33801278,3295,572,13,4848,3525,4054996,311063,2268,1027
2022-08-31,4368950,4299658,40947,21696402,33804595,2891,441,5,4419,3317,4056951,311999,1955,936
2022-09-01,4371259,4303979,40955,21700112,33807849,2309,4321,8,3710,3254,4058584,312675,1633,676
2022-09-02,4373997,4306922,40958,21704669,33811141,2738,2943,3,4557,3292,4060451,313546,1867,871
2022-09-03,4374555,4309488,40960,21705905,33811801,558,2566,2,1236,660,4060840,313715,389,169
2022-09-04,4374804,4311733,40965,21706512,33812495,249,2245,5,607,694,4061031,313773,191,58
2022-09-05,4378956,4314242,40973,21711516,33818461,4152,2509,8,5004,5966,4063812,315144,2781,1371
2022-09-06,4382516,4314742,40985,21716661,33822688,3560,500,12,5145,4227,4066283,316233,2471,1089
2022-09-07,4385918,4315137,40995,21721779,33826672,3402,395,10,5118,3984,4068594,317324,2311,1091
2022-09-08,4388956,4319664,41004,21726259,33830787,3038,4527,9,4480,4115,4070719,318237,2125,913
2022-09-09,4392474,4322750,41011,21731677,33834709,3518,3086,7,5418,3922,4073062,319412,2343,1175
2022-09-10,4393167,4325473,41016,21733166,33835529,693,2723,5,1489,820,4073531,319636,469,224
2022-09-11,4393545,4327657,41021,21733959,33836387,378,2184,5,793,858,4073818,319727,287,91
2022-09-12,4398478,4330284,41031,21740522,33843813,4933,2627,10,6563,7426,4077124,321354,3306,1627
2022-09-13,4403064,4330758,41038,21747097,33849147,4586,474,7,6575,5334,4080167,322897,3043,1543
2022-09-14,4407019,4331129,41046,21753389,33854433,3955,371,8,6292,5286,4082809,324210,2642,1313
2022-09-15,4410745,4335885,41056,21759124,33859673,3726,4756,10,5735,5240,4085320,325425,2511,1215
2022-09-16,4414614,4339311,41062,21765386,33864606,3869,3426,6,6262,4933,4087915,326699,2595,1274
2022-09-17,4415327,4342547,41068,21767089,33865460,713,3236,6,1703,854,4088385,326942,470,243
