datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2024-04-07,4759714,4715898,43535,22232732,35144808,2,19,0,34,67,4305933,453781,1,1
2024-04-08,4759736,4715904,43535,22233031,35146368,22,6,0,299,1560,4305947,453789,14,8
2024-04-09,4759750,4715914,43535,22233265,35147369,14,10,0,234,1001,4305957,453793,10,4
2024-04-10,4759762,4715917,43535,22233456,35148296,12,3,0,191,927,4305964,453798,7,5
2024-04-11,4759766,4715919,43535,22233624,35149115,4,2,0,168,819,4305967,453799,3,1
2024-04-12,4759786,4715951,43535,22233809,35149880,20,32,0,185,765,4305974,453812,7,13
2024-04-13,4759786,4715969,43535,22233846,35149922,0,18,0,37,42,4305974,453812,0,0
2024-04-14,4759786,4715997,43535,22233880,35149980,0,28,0,34,58,4305974,453812,0,0
2024-04-15,4759806,4716022,43535,22234179,35151271,20,25,0,299,1291,4305983,453823,9,11
2024-04-16,4759815,4716030,43535,22234373,35152192,9,8,0,194,921,4305987,453828,4,5
2024-04-17,4759822,4716032,43535,22234584,35153035,7,2,0,211,843,4305989,453833,2,5
2024-04-18,4759832,4716052,43535,22234737,35153805,10,20,0,153,770,4305995,453837,6,4
2024-04-19,4759840,4716069,43535,22234934,35154436,8,17,0,197,631,4305997,453843,2,6
2024-04-20,4759844,4716084,43535,22234978,35154472,4,15,0,44,36,4306001,453843,4,0
2024-04-21,4759846,4716091,43535,22235009,35154533,2,7,0,31,61,4306001,453845,0,2
2024-04-22,4759863,4716106,43535,22235295,35155769,17,15,0,286,1236,4306009,453854,8,9
2024-04-23,4759871,4716109,43535,22235458,35156680,8,3,0,163,911,4306015,453856,6,2
2024-04-24,4759886,4716112,43535,22235636,35157484,15,3,0,178,804,4306027,453859,12,3
2024-04-25,4759893,4716129,43535,22235806,35158234,7,17,0,170,750,4306031,453862,4,3
2024-04-26,4759898,4716139,43535,22235994,35158962,5,10,0,188,728,4306035,453863,4,1
2024-04-27,4759900,4716153,43535,22236028,35159013,2,14,0,34,51,4306037,453863,2,0
2024-04-28,4759900,4716166,43535,22236060,35159069,0,13,0,32,56,4306037,453863,0,0
2024-04-29,4759920,4716177,43535,22236296,35160214,20,11,0,236,1145,4306049,453871,12,8
2024-04-30,4759933,4716180,43535,22236479,35161007,13,3,0,183,793,4306057,453876,8,5
2024-05-01,4759935,4716182,43535,22236502,35161036,2,2,0,23,29,4306058,453877,1,1
2024-05-02,4759955,4716199,43535,22236682,35161869,20,17,0,180,833,4306069,453886,11,9
2024-05-03,4759961,4716209,43535,22236834,35162516,6,10,0,152,647,4306073,453888,4,2
2024-05-04,4759962,4716221,43535,22236872,35162553,1,12,0,38,37,4306074,453888,1,0
2024-05-05,4759964,4716229,43535,22236899,35162590,2,8,0,27,37,4306075,453889,1,1
2024-05-06,4759987,4716235,43535,22237169,35163661,23,6,0,270,1071,4306089,453898,14,9
2024-05-07,4759997,4716238,43535,22237355,35164400,10,3,0,186,739,4306092,453905,3,7
2024-05-08,4759998,4716238,43535,22237378,35164429,1,0,0,23,29,4306092,453906,0,1
2024-05-09,4760021,4716256,43535,22237569,35165150,23,18,0,191,721,4306106,453915,14,9
2024-05-10,4760029,4716266,43535,22237721,35165739,8,10,0,152,589,4306108,453921,2,6
2024-05-11,4760029,4716269,43535,22237752,35165769,0,3,0,31,30,4306108,453921,0,0
2024-05-12,4760031,4716293,43535,22237774,35165814,2,24,0,22,45,4306108,453923,0,2
2024-05-13,4760050,4716299,43535,22237990,35166902,19,6,0,216,1088,4306120,453930,12,7
2024-05-14,4760064,4716301,43535,22238140,35167638,14,2,0,150,736,4306127,453937,7,7
2024-05-15,4760075,4716305,43535,22238263,35168279,11,4,0,123,641,4306133,453942,6,5
2024-05-16,4760082,4716324,43536,22238372,35168875,7,19,1,109,596,4306135,453947,2,5
2024-05-17,4760092,4716336,43536,22238494,35169388,10,12,0,122,513,4306139,453953,4,6
2024-05-18,4760093,4716338,43536,22238530,35169432,1,2,0,36,44,4306139,453954,0,1
2024-05-19,4760095,4716358,43536,22238552,35169467,2,20,0,22,35,4306140,453955,1,1
2024-05-20,4760121,4716368,43536,22238723,35170390,26,10,0,171,923,4306157,453964,17,9
2024-05-21,4760135,4716370,43536,22238817,35171089,14,2,0,94,699,4306164,453971,7,7
2024-05-22,4760144,4716371,43536,22238945,35171645,9,1,0,128,556,4306168,453976,4,5
2024-05-23,4760158,4716391,43536,22239055,35172199,14,20,0,110,554,4306173,453985,5,9
2024-05-24,4760172,4716409,43536,22239180,35172663,14,18,0,125,464,4306182,453990,9,5
2024-05-25,4760173,4716421,43537,22239201,35172692,1,12,1,21,29,4306182,453991,0,1
2024-05-26,4760174,4716428,43538,22239226,35172721,1,7,1,25,29,4306183,453991,1,0
2024-05-27,4760197,4716440,43538,22239413,35173657,23,12,0,187,936,4306198,453999,15,8
2024-05-28,4760214,4716443,43538,22239527,35174285,17,3,0,114,628,4306206,454008,8,9
2024-05-29,4760222,4716444,43538,22239627,35174899,8,1,0,100,614,4306209,454013,3,5
2024-05-30,4760234,4716467,43538,22239732,35175463,12,23,0,105,564,4306217,454017,8,4
2024-05-31,4760243,4716480,43538,22239828,35175928,9,13,0,96,465,4306225,454018,8,1
2024-06-01,4760243,4716488,43538,22239841,35175950,0,8,0,13,22,4306225,454018,0,0
2024-06-02,4760243,4716504,43538,22239858,35175986,0,16,0,17,36,4306225,454018,0,0
2024-06-03,4760275,4716517,43538,22240041,35176859,32,13,0,183,873,4306242,454033,17,15
2024-06-04,4760286,4716518,43538,22240138,35177463,11,1,0,97,604,4306248,454038,6,5
2024-06-05,4760301,4716519,43538,22240242,35177991,15,1,0,104,528,4306253,454048,5,10
2024-06-06,4760318,4716541,43539,22240365,35178466,17,22,1,123,475,4306263,454055,10,7
2024-06-07,4760335,4716556,43539,22240471,35178966,17,15,0,106,500,4306272,454063,9,8
2024-06-08,4760338,4716566,43539,22240491,35178991,3,10,0,20,25,4306274,454064,2,1
2024-06-09,4760340,4716579,43539,22240523,35179018,2,13,0,32,27,4306275,454065,1,1
2024-06-10,4760382,4716589,43539,22240686,35179986,42,10,0,163,968,4306293,454089,18,24
2024-06-11,4760413,4716590,43539,22240802,35180581,31,1,0,116,595,4306298,454115,5,26
2024-06-12,4760441,4716591,43539,22240908,35181196,28,1,0,106,615,4306310,454131,12,16
2024-06-13,4760463,4716621,43539,22241014,35181723,22,30,0,106,527,4306316,454147,6,16
2024-06-14,4760484,4716633,43539,22241104,35182212,21,12,0,90,489,4306323,454161,7,14
2024-06-15,4760493,4716647,43539,22241142,35182240,9,14,0,38,28,4306330,454163,7,2
2024-06-16,4760497,4716670,43539,22241160,35182263,4,23,0,18,23,4306331,454166,1,3
2024-06-17,4760527,4716688,43539,22241314,35183124,30,18,0,154,861,4306348,454179,17,13
2024-06-18,4760551,4716691,43539,22241420,35183782,24,3,0,106,658,4306361,454190,13,11
2024-06-19,4760586,4716694,43539,22241538,35184354,35,3,0,118,572,4306376,454210,15,20
2024-06-20,4760619,4716742,43539,22241630,35184889,33,48,0,92,535,4306395,454224,19,14
2024-06-21,4760646,4716763,43539,22241721,35185352,27,21,0,91,463,4306410,454236,15,12
2024-06-22,4760648,4716792,43539,22241739,35185367,2,29,0,18,15,4306411,454237,1,1
2024-06-23,4760649,4716814,43539,22241763,35185393,1,22,0,24,26,4306411,454238,0,1
2024-06-24,4760706,4716835,43539,22241943,35186269,57,21,0,180,876,4306440,454266,29,28
2024-06-25,4760735,4716837,43539,22242060,35186900,29,2,0,117,631,4306458,454277,18,11
2024-06-26,4760761,4716843,43539,22242186,35187478,26,6,0,126,578,4306468,454293,10,16
2024-06-27,4760795,4716872,43540,22242284,35187995,34,29,1,98,517,4306482,454313,14,20
2024-06-28,4760826,4716897,43540,22242393,35188459,31,25,0,109,464,4306495,454331,13,18
2024-06-29,4760831,4716935,43540,22242419,35188487,5,38,0,26,28,4306498,454333,3,2
2024-06-30,4760833,4716965,43540,22242457,35188518,2,30,0,38,31,4306499,454334,1,1
2024-07-01,4760887,4716992,43540,22242583,35189227,54,27,0,126,709,4306521,454366,22,32
2024-07-02,4760919,4716995,43540,22242661,35189772,32,3,0,78,545,4306538,454381,17,15
2024-07-03,4760951,4716997,43540,22242762,35190232,32,2,0,101,460,4306559,454392,21,11
2024-07-04,4760979,4717050,43540,22242886,35190722,28,53,0,124,490,4306571,454408,12,16
2024-07-05,4760981,4717076,43540,22242900,35190740,2,26,0,14,18,4306572,454409,1,1
2024-07-06,4760984,4717102,43540,22242920,35190766,3,26,0,20,26,4306573,454411,1,2
2024-07-07,4760986,4717132,43540,22242964,35190795,2,30,0,44,29,4306575,454411,2,0
2024-07-08,4761047,4717165,43540,22243110,35191551,61,33,0,146,756,4306611,454436,36,25
2024-07-09,4761089,4717172,43540,22243212,35192049,42,7,0,102,498,4306633,454456,22,20
2024-07-10,4761146,4717177,43540,22243304,35192521,57,5,0,92,472,4306652,454494,19,38
2024-07-11,4761205,4717231,43540,22243409,35192978,59,54,0,105,457,4306685,454520,33,26
2024-07-12,4761261,4717264,43540,22243508,35193397,56,33,0,99,419,4306711,454550,26,30
2024-07-13,4761267,4717298,43540,22243537,35193427,6,34,0,29,30,4306713,454554,2,4
2024-07-14,4761271,4717321,43540,22243563,35193466,4,23,0,26,39,4306717,454554,4,0
2024-07-15,4761361,4717324,43540,22243696,35194216,90,3,0,133,750,4306761,454600,44,46
2024-07-16,4761410,4717329,43540,22243817,35194714,49,5,0,121,498,4306781,454629,20,29
2024-07-17,4761470,4717330,43540,22243905,35195250,60,1,0,88,536,4306806,454664,25,35
2024-07-18,4761524,4717390,43540,22244037,35195765,54,60,0,132,515,4306829,454695,23,31
2024-07-19,4761576,4717430,43540,22244154,35196269,52,40,0,117,504,4306850,454726,21,31
2024-07-20,4761583,4717484,43540,22244185,35196302,7,54,0,31,33,4306856,454727,6,1
2024-07-21,4761586,4717544,43540,22244204,35196331,3,60,0,19,29,4306858,454728,2,1
2024-07-22,4761704,4717601,43540,22244344,35197217,118,57,0,140,886,4306917,454787,59,59
2024-07-23,4761784,4717609,43540,22244487,35197811,80,8,0,143,594,4306961,454823,44,36
2024-07-24,4761872,4717612,43540,22244618,35198415,88,3,0,131,604,4307003,454869,42,46
2024-07-25,4761953,4717698,43540,22244745,35198962,81,86,0,127,547,4307051,454902,48,33
2024-07-26,4762033,4717749,43540,22244877,35199470,80,51,0,132,508,4307090,454943,39,41
2024-07-27,4762043,4717812,43540,22244903,35199504,10,63,0,26,34,4307097,454946,7,3
2024-07-28,4762048,4717868,43540,22244925,35199557,5,56,0,22,53,4307101,454947,4,1
2024-07-29,4762181,4717916,43541,22245100,35200466,133,48,1,175,909,4307171,455010,70,63
2024-07-30,4762287,4717927,43541,22245231,35201107,106,11,0,131,641,4307224,455063,53,53
2024-07-31,4762387,4717933,43541,22245355,35201823,100,6,0,124,716,4307276,455111,52,48
2024-08-01,4762486,4718045,43541,22245488,35202463,99,112,0,133,640,4307330,455156,54,45
2024-08-02,4762611,4718127,43541,22245625,35203131,125,82,0,137,668,4307387,455224,57,68
2024-08-03,4762623,4718210,43541,22245659,35203176,12,83,0,34,45,4307394,455229,7,5
2024-08-04,4762632,4718290,43541,22245684,35203215,9,80,0,25,39,4307400,455232,6,3
2024-08-05,4762820,4718362,43542,22245881,35204326,188,72,1,197,1111,4307497,455323,97,91
2024-08-06,4762968,4718374,43542,22246044,35205120,148,12,0,163,794,4307568,455400,71,77
2024-08-07,4763144,4718384,43542,22246176,35205873,176,10,0,132,753,4307647,455497,79,97
2024-08-08,4763291,4718510,43542,22246327,35206583,147,126,0,151,710,4307717,455574,70,77
2024-08-09,4763436,4718615,43543,22246470,35207279,145,105,1,143,696,4307797,455639,80,65
2024-08-10,4763452,4718717,43543,22246497,35207331,16,102,0,27,52,4307807,455645,10,6
2024-08-11,4763467,4718816,43543,22246532,35207399,15,99,0,35,68,4307816,455651,9,6
2024-08-12,4763729,4718942,43543,22246772,35208649,262,126,0,240,1250,4307951,455778,135,127
2024-08-13,4763915,4718955,43544,22246953,35209509,186,13,1,181,860,4308038,455877,87,99
2024-08-14,4764102,4718962,43544,22247154,35210270,187,7,0,201,761,4308122,455980,84,103
2024-08-15,4764291,4719153,43544,22247322,35211083,189,191,0,168,813,4308213,456078,91,98
2024-08-16,4764485,4719289,43545,22247480,35211860,194,136,1,158,777,4308317,456168,104,90
2024-08-17,4764497,4719455,43545,22247499,35211913,12,166,0,19,53,4308327,456170,10,2
2024-08-18,4764512,4719602,43545,22247530,35211966,15,147,0,31,53,4308334,456178,7,8
2024-08-19,4764822,4719747,43545,22247788,35213318,310,145,0,258,1352,4308492,456330,158,152
2024-08-20,4765051,4719766,43545,22247988,35214385,229,19,0,200,1067,4308613,456438,121,108
2024-08-21,4765302,4719781,43545,22248171,35215380,251,15,0,183,995,4308760,456542,147,104
2024-08-22,4765524,4720041,43546,22248378,35216289,222,260,1,207,909,4308882,456642,122,100
2024-08-23,4765774,4720231,43547,22248560,35217190,250,190,1,182,901,4309011,456763,129,121
2024-08-24,4765802,4720405,43548,22248588,35217273,28,174,1,28,83,4309032,456770,21,7
2024-08-25,4765820,4720580,43548,22248622,35217337,18,175,0,34,64,4309044,456776,12,6
2024-08-26,4766317,4720773,43549,22248928,35219158,497,193,1,306,1821,4309287,457030,243,254
2024-08-27,4766648,4720801,43549,22249111,35220410,331,28,0,183,1252,4309451,457197,164,167
2024-08-28,4766976,4720829,43549,22249327,35221673,328,28,0,216,1263,4309626,457350,175,153
2024-08-29,4767333,4721128,43551,22249531,35222834,357,299,2,204,1161,4309813,457520,187,170
2024-08-30,4767642,4721349,43555,22249750,35223934,309,221,4,219,1100,4309970,457672,157,152
2024-08-31,4767675,4721588,43556,22249788,35224026,33,239,1,38,92,4309993,457682,23,10
2024-09-01,4767718,4721807,43558,22249836,35224132,43,219,2,48,106,4310019,457699,26,17
2024-09-02,4768399,4722049,43559,22250137,35226322,681,242,1,301,2190,4310332,458067,313,368
2024-09-03,4768862,4722083,43559,22250381,35228020,463,34,0,244,1698,4310566,458296,234,229
2024-09-04,4769331,4722112,43562,22250639,35229600,469,29,3,258,1580,4310780,458551,214,255
2024-09-05,4769773,4722589,43563,22250882,35231124,442,477,1,243,1524,4310992,458781,212,230
2024-09-06,4770243,4722906,43564,22251094,35232650,470,317,1,212,1526,4311220,459023,228,242
2024-09-07,4770269,4723227,43565,22251145,35232747,26,321,1,51,97,4311235,459034,15,11
2024-09-08,4770302,4723568,43566,22251191,35232878,33,341,1,46,131,4311255,459047,20,13
2024-09-09,4771166,4723871,43566,22251599,35235757,864,303,0,408,2879,4311654,459512,399,465
2024-09-10,4771873,4723919,43566,22251900,35237971,707,48,0,301,2214,4311972,459901,318,389
2024-09-11,4772434,4723971,43568,22252154,35240045,561,52,2,254,2074,4312233,460201,261,300
2024-09-12,4772984,4724639,43568,22252415,35241874,550,668,0,261,1829,4312494,460490,261,289
2024-09-13,4773499,4725109,43570,22252677,35243732,515,470,2,262,1858,4312752,460747,258,257
2024-09-14,4773537,4725576,43574,22252729,35243848,38,467,4,52,116,4312773,460764,21,17
2024-09-15,4773589,4726005,43576,22252775,35244008,52,429,2,46,160,4312805,460784,32,20
2024-09-16,4774811,4726474,43580,22253185,35247910,1222,469,4,410,3902,4313346,461465,541,681
2024-09-17,4775812,4726525,43582,22253509,35251005,1001,51,2,324,3095,4313784,462028,438,563
2024-09-18,4776830,4726573,43582,22253864,35254039,1018,48,0,355,3034,4314262,462568,478,540
2024-09-19,4777813,4727452,43583,22254203,35256976,983,879,1,339,2937,4314722,463091,460,523
2024-09-20,4778769,4728134,43584,22254581,35259764,956,682,1,378,2788,4315176,463593,454,502
2024-09-21,4778845,4728686,43586,22254642,35259947,76,552,2,61,183,4315224,463621,48,28
2024-09-22,4778934,4729238,43588,22254709,35260178,89,552,2,67,231,4315279,463655,55,34
2024-09-23,4781104,4729766,43589,22255290,35266262,2170,528,1,581,6084,4316266,464838,987,1183
2024-09-24,4782586,4729834,43590,22255738,35270618,1482,68,1,448,4356,4316968,465618,702,780
2024-09-25,4784119,4729916,43597,22256201,35274739,1533,82,7,463,4121,4317693,466426,725,808
2024-09-26,4785445,4731127,43603,22256611,35278534,1326,1211,6,410,3795,4318329,467116,636,690
2024-09-27,4786602,4732149,43608,22257083,35282053,1157,1022,5,472,3519,4318905,467697,576,581
2024-09-28,4786705,4733139,43610,22257154,35282357,103,990,2,71,304,4318964,467741,59,44
2024-09-29,4786796,4734101,43614,22257224,35282656,91,962,4,70,299,4319024,467772,60,31
2024-09-30,4788928,4735086,43616,22257841,35289060,2132,985,2,617,6404,4319979,468949,955,1177
2024-10-01,4790530,4735210,43618,22258374,35293978,1602,124,2,533,4918,4320754,469776,775,827
2024-10-02,4791901,4735338,43623,22258846,35298281,1371,128,5,472,4303,4321409,470492,655,716
2024-10-03,4793105,4737478,43628,22259329,35302256,1204,2140,5,483,3975,4322031,471074,622,582
2024-10-04,4794438,4738975,43630,22259813,35306037,1333,1497,2,484,3781,4322695,471743,664,669
2024-10-05,4794539,4740452,43634,22259905,35306313,101,1477,4,92,276,4322763,471776,68,33
2024-10-06,4794650,4741706,43637,22260008,35306630,111,1254,3,103,317,4322826,471824,63,48
2024-10-07,4797005,4742879,43642,22260708,35313598,2355,1173,5,700,6968,4323928,473077,1102,1253
2024-10-08,4798489,4743039,43648,22261244,35318338,1484,160,6,536,4740,4324634,473855,706,778
2024-10-09,4799882,4743171,43651,22261718,35322598,1393,132,3,474,4260,4325314,474568,680,713
2024-10-10,4801144,4745240,43656,22262197,35326669,1262,2069,5,479,4071,4325944,475200,630,632
2024-10-11,4802268,4746826,43662,22262835,35330273,1124,1586,6,638,3604,4326510,475758,566,558
2024-10-12,4802359,4748127,43666,22262921,35330515,91,1301,4,86,242,4326568,475791,58,33
2024-10-13,4802457,4749281,43670,22263010,35330818,98,1154,4,89,303,4326625,475832,57,41
2024-10-14,4804384,4750597,43677,22263741,35337469,1927,1316,7,731,6651,4327596,476788,971,956
2024-10-15,4805577,4750735,43679,22264213,35341861,1193,138,2,472,4392,4328162,477415,566,627
2024-10-16,4806545,4750900,43683,22264646,35345899,968,165,4,433,4038,4328661,477884,499,469
2024-10-17,4807558,4753127,43691,22265174,35349509,1013,2227,8,528,3610,4329138,478420,477,536
2024-10-18,4808386,4754612,43694,22265677,35352672,828,1485,3,503,3163,4329588,478798,450,378
2024-10-19,4808453,4755951,43700,22265762,35352904,67,1339,6,85,232,4329638,478815,50,17
2024-10-20,4808514,4757167,43702,22265859,35353165,61,1216,2,97,261,4329680,478834,42,19
2024-10-21,4809895,4758295,43708,22266512,35358894,1381,1128,6,653,5729,4330372,479523,692,689
2024-10-22,4810733,4758436,43712,22266979,35362856,838,141,4,467,3962,4330795,479938,423,415
2024-10-23,4811460,4758565,43715,22267465,35366222,727,129,3,486,3366,4331163,480297,368,359
2024-10-24,4812073,4760381,43718,22267887,35369049,613,1816,3,422,2827,4331466,480607,303,310
2024-10-25,4812594,4761553,43721,22268326,35371812,521,1172,3,439,2763,4331727,480867,261,260
2024-10-26,4812653,4762520,43726,22268437,35372028,59,967,5,111,216,4331762,480891,35,24
2024-10-27,4812708,4763406,43728,22268574,35372262,55,886,2,137,234,4331799,480909,37,18
2024-10-28,4812773,4764241,43731,22268671,35372511,65,835,3,97,249,4331845,480928,46,19
2024-10-29,4813549,4764364,43737,22269223,35376383,776,123,6,552,3872,4332240,481309,395,381
2024-10-30,4814151,4764469,43742,22269687,35379364,602,105,5,464,2981,4332529,481622,289,313
2024-10-31,4814643,4765749,43744,22270074,35382129,492,1280,2,387,2765,4332770,481873,241,251
2024-11-01,4815037,4766549,43748,22270473,35384527,394,800,4,399,2398,4332945,482092,175,219
2024-11-02,4815066,4767256,43749,22270526,35384698,29,707,1,53,171,4332967,482099,22,7
2024-11-03,4815099,4767827,43751,22270632,35384866,33,571,2,106,168,4332989,482110,22,11
2024-11-04,4815701,4768326,43752,22271052,35389203,602,499,1,420,4337,4333257,482444,268,334
2024-11-05,4816075,4768430,43753,22271446,35392110,374,104,1,394,2907,4333465,482610,208,166
2024-11-06,4816403,4768505,43753,22271770,35394678,328,75,0,324,2568,4333626,482777,161,167
2024-11-07,4816689,4768581,43753,22272130,35396862,286,76,0,360,2184,4333767,482922,141,145
2024-11-08,4816961,4769294,43755,22272468,35398952,272,713,2,338,2090,4333900,483061,133,139
2024-11-09,4816996,4769834,43757,22272519,35399099,35,540,2,51,147,4333917,483079,17,18
2024-11-10,4817041,4770258,43758,22272593,35399281,45,424,1,74,182,4333943,483098,26,19
2024-11-11,4817518,4770591,43759,22273067,35403374,477,333,1,474,4093,4334160,483358,217,260
2024-11-12,4818007,4770650,43759,22273388,35406169,489,59,0,321,2795,4334345,483662,185,304
2024-11-13,4818285,4770702,43759,22273746,35408720,278,52,0,358,2551,4334487,483798,142,136
2024-11-14,4818532,4771277,43761,22274031,35411099,247,575,2,285,2379,4334620,483912,133,114
2024-11-15,4818777,4771665,43763,22274363,35413272,245,388,2,332,2173,4334738,484039,118,127
2024-11-16,4818803,4771991,43764,22274439,35413407,26,326,1,76,135,4334753,484050,15,11
2024-11-17,4818833,4772270,43765,22274508,35413540,30,279,1,69,133,4334774,484059,21,9
2024-11-18,4819329,4772528,43766,22274944,35417552,496,258,1,436,4012,4335007,484322,233,263
2024-11-19,4819644,4772616,43770,22275297,35420369,315,88,4,353,2817,4335159,484485,152,163
2024-11-20,4819947,4772669,43770,22275659,35422952,303,53,0,362,2583,4335329,484618,170,133
2024-11-21,4820200,4773137,43772,22275998,35425255,253,468,2,339,2303,4335450,484750,121,132
2024-11-22,4820414,4773450,43772,22276280,35427384,214,313,0,282,2129,4335554,484860,104,110
2024-11-23,4820446,4773729,43772,22276390,35427515,32,279,0,110,131,4335578,484868,24,8
2024-11-24,4820465,4773991,43775,22276454,35427676,19,262,3,64,161,4335591,484874,13,6
2024-11-25,4820855,4774267,43778,22276818,35431481,390,276,3,364,3805,4335767,485088,176,214
2024-11-26,4821141,4774324,43779,22277115,35434251,286,57,1,297,2770,4335902,485239,135,151
2024-11-27,4821424,4774373,43782,22277471,35436759,283,49,3,356,2508,4336029,485395,127,156
2024-11-28,4821639,4774854,43783,22278250,35439014,215,481,1,779,2255,4336120,485519,91,124
2024-11-29,4821850,4775198,43785,22278529,35441131,211,344,2,279,2117,4336218,485632,98,113
2024-11-30,4821883,4775493,43785,22278605,35441236,33,295,0,76,105,4336232,485651,14,19
2024-12-01,4821908,4775759,43785,22278664,35441359,25,266,0,59,123,4336246,485662,14,11
2024-12-02,4822269,4775991,43788,22279000,35445360,361,232,3,336,4001,4336411,485858,165,196
2024-12-03,4822527,4776049,43790,22279280,35448306,258,58,2,280,2946,4336535,485992,124,134
2024-12-04,4822820,4776104,43791,22279561,35450727,293,55,1,281,2421,4336650,486170,115,178
2024-12-05,4823030,4776485,43792,22279831,35452967,210,381,1,270,2240,4336752,486278,102,108
2024-12-06,4823230,4776800,43795,22280083,35455126,200,315,3,252,2159,4336841,486389,89,111
2024-12-07,4823249,4777065,43795,22280154,35455251,19,265,0,71,125,4336855,486394,14,5
2024-12-08,4823268,4777280,43795,22280189,35455415,19,215,0,35,164,4336866,486402,11,8
2024-12-09,4823610,4777515,43796,22280590,35459508,342,235,1,401,4093,4337032,486578,166,176
2024-12-10,4823838,4777563,43797,22280902,35462320,228,48,1,312,2812,4337146,486692,114,114
2024-12-11,4824038,4777611,43798,22281142,35464803,200,48,1,240,2483,4337251,486787,105,95
2024-12-12,4824217,4777965,43800,22281407,35467281,179,354,2,265,2478,4337366,486851,115,64
2024-12-13,4824378,4778252,43800,22281681,35469613,161,287,0,274,2332,4337448,486930,82,79
2024-12-14,4824398,4778485,43802,22281747,35469762,20,233,2,66,149,4337461,486937,13,7
2024-12-15,4824412,4778686,43802,22281811,35469899,14,201,0,64,137,4337471,486941,10,4
2024-12-16,4824780,4778892,43804,22282180,35474171,368,206,2,369,4272,4337660,487120,189,179
2024-12-17,4824995,4778948,43804,22282576,35477270,215,56,0,396,3099,4337776,487219,116,99
2024-12-18,4825179,4778999,43805,22282907,35480183,184,51,1,331,2913,4337865,487314,89,95
2024-12-19,4825388,4779334,43807,22283208,35483007,209,335,2,301,2824,4337983,487405,118,91
2024-12-20,4825586,4779585,43807,22283523,35485736,198,251,0,315,2729,4338079,487507,96,102
2024-12-21,4825601,4779785,43810,22283570,35485901,15,200,3,47,165,4338090,487511,11,4
2024-12-22,4825626,4779962,43813,22283627,35486088,25,177,3,57,187,4338108,487518,18,7
2024-12-23,4825794,4780145,43815,22284057,35488687,168,183,2,430,2599,4338200,487594,92,76
2024-12-24,4825810,4780189,43815,22284132,35488817,16,44,0,75,130,4338211,487599,11,5
2024-12-25,4825839,4780220,43816,22284246,35489021,29,31,1,114,204,4338227,487612,16,13
2024-12-26,4825857,4780545,43818,22284306,35489231,18,325,2,60,210,4338239,487618,12,6
2024-12-27,4826026,4780770,43822,22284841,35492241,169,225,4,535,3010,4338326,487700,87,82
2024-12-28,4826035,4780953,43823,22284928,35492422,9,183,1,87,181,4338333,487702,7,2
2024-12-29,4826052,4781154,43824,22285009,35492637,17,201,1,81,215,4338346,487706,13,4
2024-12-30,4826206,4781341,43825,22285516,35496078,154,187,1,507,3441,4338430,487776,84,70
2024-12-31,4826285,4781364,43826,22285880,35497510,79,23,1,364,1432,4338474,487811,44,35
2025-01-01,4826294,4781401,43827,22285902,35497670,9,37,1,22,160,4338481,487813,7,2
2025-01-02,4826448,4781559,43827,22286259,35501803,154,158,0,357,4133,4338550,487898,69,85
2025-01-03,4826585,4781610,43827,22286724,35504988,137,51,0,465,3185,4338618,487967,68,69
2025-01-04,4826598,4781646,43827,22286817,35505125,13,36,0,93,137,4338626,487972,8,5
2025-01-05,4826613,4781677,43828,22286896,35505291,15,31,1,79,166,4338636,487977,10,5
2025-01-06,4826796,4781824,43830,22287430,35510533,183,147,2,534,5242,4338725,488071,89,94
2025-01-07,4826934,4781857,43833,22287853,35514074,138,33,3,423,3541,4338796,488138,71,67
2025-01-08,4827028,4781876,43837,22288239,35517138,94,19,4,386,3064,4338846,488182,50,44
2025-01-09,4827123,4782014,43839,22288589,35519827,95,138,2,350,2689,4338900,488223,54,41
2025-01-10,4827216,4782097,43840,22288995,35522477,93,83,1,406,2650,4338960,488256,60,33
2025-01-11,4827225,4782118,43840,22289088,35522610,9,21,0,93,133,4338968,488257,8,1
2025-01-12,4827227,4782272,43842,22289163,35522768,2,154,2,75,158,4338969,488258,1,1
2025-01-13,4827353,4782405,43843,22289628,35527205,126,133,1,465,4437,4339040,488313,71,55
2025-01-14,4827437,4782421,43843,22289977,35530306,84,16,0,349,3101,4339084,488353,44,40
2025-01-15,4827516,4782448,43843,22290313,35533090,79,27,0,336,2784,4339126,488390,42,37
2025-01-16,4827592,4782594,43843,22290622,35535930,76,146,0,309,2840,4339170,488422,44,32
2025-01-17,4827669,4782740,43844,22290956,35538877,77,146,1,334,2947,4339216,488453,46,31
2025-01-18,4827675,4782838,43845,22291028,35539025,6,98,1,72,148,4339220,488455,4,2
2025-01-19,4827681,4782938,43845,22291087,35539225,6,100,0,59,200,4339225,488456,5,1
